variable_name,units,value,data_reference
r_TC3,metre,0.0000025,EMPTY_MUST_BE_FILLED
H_L_out_RHS_TC3,dimensionless,0.6,EMPTY_MUST_BE_FILLED
u_out_TC3,J_per_m3,6350,EMPTY_MUST_BE_FILLED
l_V07,metre,0.0000353,EMPTY_MUST_BE_FILLED
r_V07,metre,0.00000325,EMPTY_MUST_BE_FILLED
l_VV_junc7,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc7,metre,0.000003,EMPTY_MUST_BE_FILLED
vbc2_VV_junc7,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc7,dimensionless,0,EMPTY_MUST_BE_FILLED
H_to4_VV_junc7,dimensionless,EMPTY_MUST_BE_FILLED,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc7,metre,0,EMPTY_MUST_BE_FILLED
r_bc4_VV_junc7,metre,EMPTY_MUST_BE_FILLED,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc7,m6_per_J,0,EMPTY_MUST_BE_FILLED
C_conn4_VV_junc7,m6_per_J,EMPTY_MUST_BE_FILLED,EMPTY_MUST_BE_FILLED
l_TC4,metre,0.000366,EMPTY_MUST_BE_FILLED
r_TC4,metre,0.00000275,EMPTY_MUST_BE_FILLED
H_L_out_RHS_TC4,dimensionless,0.6,EMPTY_MUST_BE_FILLED
u_out_TC4,J_per_m3,6100,EMPTY_MUST_BE_FILLED
l_V13,metre,0.00003,EMPTY_MUST_BE_FILLED
r_V13,metre,0.000003,EMPTY_MUST_BE_FILLED
H_R_out_LHS_V13,dimensionless,EMPTY_MUST_BE_FILLED,EMPTY_MUST_BE_FILLED
l_V11,metre,0.000128,EMPTY_MUST_BE_FILLED
r_V11,metre,0.0000035,EMPTY_MUST_BE_FILLED
l_VV_junc5,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc5,metre,0.0000035,EMPTY_MUST_BE_FILLED
vbc2_VV_junc5,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc5,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc5,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc5,m6_per_J,0,EMPTY_MUST_BE_FILLED
l_PV12,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV12,metre,0.0000035,EMPTY_MUST_BE_FILLED
l_V12,metre,0.0000586,EMPTY_MUST_BE_FILLED
r_V12,metre,0.00000325,EMPTY_MUST_BE_FILLED
l_VV_junc6,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc6,metre,0.000003,EMPTY_MUST_BE_FILLED
vbc4_VV_junc6,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to4_VV_junc6,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc4_VV_junc6,metre,0,EMPTY_MUST_BE_FILLED
C_conn4_VV_junc6,m6_per_J,0,EMPTY_MUST_BE_FILLED
l_V17,metre,0.0000267,EMPTY_MUST_BE_FILLED
r_V17,metre,0.00000325,EMPTY_MUST_BE_FILLED
l_PV14,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV14,metre,0.0000035,EMPTY_MUST_BE_FILLED
l_V14,metre,0.0000743,EMPTY_MUST_BE_FILLED
r_V14,metre,0.00000325,EMPTY_MUST_BE_FILLED
l_VV_junc8,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc8,metre,0.00000325,EMPTY_MUST_BE_FILLED
vbc4_VV_junc8,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to4_VV_junc8,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc4_VV_junc8,metre,0,EMPTY_MUST_BE_FILLED
C_conn4_VV_junc8,m6_per_J,0,EMPTY_MUST_BE_FILLED
R_constriction_final_PV16,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV16,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV16,metre,0.00000325,EMPTY_MUST_BE_FILLED
l_V16,metre,0.000204,EMPTY_MUST_BE_FILLED
r_V16,metre,0.00000325,EMPTY_MUST_BE_FILLED
l_VV_junc9,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc9,metre,0.00000325,EMPTY_MUST_BE_FILLED
vbc2_VV_junc9,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc9,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc9,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc9,m6_per_J,0,EMPTY_MUST_BE_FILLED
R_constriction_final_PTC5,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PTC5,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PTC5,metre,0.000003,EMPTY_MUST_BE_FILLED
l_TC5,metre,0.000127,EMPTY_MUST_BE_FILLED
r_TC5,metre,0.0000275,EMPTY_MUST_BE_FILLED
H_L_out_RHS_TC5,dimensionless,0.6,EMPTY_MUST_BE_FILLED
u_out_TC5,J_per_m3,6300,EMPTY_MUST_BE_FILLED
R_constriction_final_PTC6,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PTC6,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PTC6,metre,0.000003,EMPTY_MUST_BE_FILLED
l_TC6,metre,0.000201,EMPTY_MUST_BE_FILLED
r_TC6,metre,0.00000275,EMPTY_MUST_BE_FILLED
H_L_out_RHS_TC6,dimensionless,0.6,EMPTY_MUST_BE_FILLED
u_out_TC6,J_per_m3,6200,EMPTY_MUST_BE_FILLED
