environment | time (second),inlet | u_mmHg (dimensionless),inlet | v_mm3_s (mm3_per_s),PV1 | u_mmHg (dimensionless),PV1 | v_mm3_s (mm3_per_s),PV10 | u_mmHg (dimensionless),PV10 | v_mm3_s (mm3_per_s),PV11 | u_mmHg (dimensionless),PV11 | v_mm3_s (mm3_per_s),PV12 | u_mmHg (dimensionless),PV12 | v_mm3_s (mm3_per_s),PV13 | u_mmHg (dimensionless),PV13 | v_mm3_s (mm3_per_s),PV14 | u_mmHg (dimensionless),PV14 | v_mm3_s (mm3_per_s),PV2 | u_mmHg (dimensionless),PV2 | v_mm3_s (mm3_per_s),PV3 | u_mmHg (dimensionless),PV3 | v_mm3_s (mm3_per_s),PV4 | u_mmHg (dimensionless),PV4 | v_mm3_s (mm3_per_s),PV5 | u_mmHg (dimensionless),PV5 | v_mm3_s (mm3_per_s),PV6 | u_mmHg (dimensionless),PV6 | v_mm3_s (mm3_per_s),PV7 | u_mmHg (dimensionless),PV7 | v_mm3_s (mm3_per_s),PV8 | u_mmHg (dimensionless),PV8 | v_mm3_s (mm3_per_s),PV9 | u_mmHg (dimensionless),PV9 | v_mm3_s (mm3_per_s),V1 | u_mmHg (dimensionless),V1 | v_mm3_s (mm3_per_s),V10 | u_mmHg (dimensionless),V10 | v_mm3_s (mm3_per_s),V11 | u_mmHg (dimensionless),V11 | v_mm3_s (mm3_per_s),V12 | u_mmHg (dimensionless),V12 | v_mm3_s (mm3_per_s),V13 | u_mmHg (dimensionless),V13 | v_mm3_s (mm3_per_s),V14 | u_mmHg (dimensionless),V14 | v_mm3_s (mm3_per_s),V2 | u_mmHg (dimensionless),V2 | v_mm3_s (mm3_per_s),V3 | u_mmHg (dimensionless),V3 | v_mm3_s (mm3_per_s),V4 | u_mmHg (dimensionless),V4 | v_mm3_s (mm3_per_s),V5 | u_mmHg (dimensionless),V5 | v_mm3_s (mm3_per_s),V6 | u_mmHg (dimensionless),V6 | v_mm3_s (mm3_per_s),V7 | u_mmHg (dimensionless),V7 | v_mm3_s (mm3_per_s),V8 | u_mmHg (dimensionless),V8 | v_mm3_s (mm3_per_s),V9 | u_mmHg (dimensionless),V9 | v_mm3_s (mm3_per_s),VV_junc1 | H_VV_out_alpha (dimensionless),VV_junc1 | H_VV_out_beta (dimensionless),VV_junc1 | u_mmHg (dimensionless),VV_junc1 | v_mm3_s (mm3_per_s),VV_junc2 | H_VV_out_alpha (dimensionless),VV_junc2 | H_VV_out_beta (dimensionless),VV_junc2 | u_mmHg (dimensionless),VV_junc2 | v_mm3_s (mm3_per_s),VV_junc3 | H_VV_out_alpha (dimensionless),VV_junc3 | H_VV_out_beta (dimensionless),VV_junc3 | u_mmHg (dimensionless),VV_junc3 | v_mm3_s (mm3_per_s),VV_junc4 | H_VV_out_alpha (dimensionless),VV_junc4 | H_VV_out_beta (dimensionless),VV_junc4 | u_mmHg (dimensionless),VV_junc4 | v_mm3_s (mm3_per_s),VV_junc5 | H_VV_out_alpha (dimensionless),VV_junc5 | H_VV_out_beta (dimensionless),VV_junc5 | u_mmHg (dimensionless),VV_junc5 | v_mm3_s (mm3_per_s),VV_junc6 | H_VV_out_alpha (dimensionless),VV_junc6 | H_VV_out_beta (dimensionless),VV_junc6 | u_mmHg (dimensionless),VV_junc6 | v_mm3_s (mm3_per_s),VV_junc7 | H_VV_out_alpha (dimensionless),VV_junc7 | H_VV_out_beta (dimensionless),VV_junc7 | u_mmHg (dimensionless),VV_junc7 | v_mm3_s (mm3_per_s)
66,49.8768631613509,1.36071536516648e-05,49.6485855740582,6.80357680682771e-06,49.31131073749,1.70089421559825e-06,49.311310737314,1.70089421410599e-06,49.3113107373139,1.70089421411645e-06,49.3113107372857,1.70089421404586e-06,49.3113107372857,1.70089421405058e-06,49.6485855740576,6.80357680804038e-06,49.4376720617867,3.40178841620861e-06,49.4376720617867,3.4017884162353e-06,49.4376720616577,3.40178841289806e-06,49.4376720616574,3.4017884130562e-06,49.3113107374933,1.70089421562406e-06,49.3113107374934,1.70089421562032e-06,49.3113107374901,1.70089421558586e-06,49.6455071530843,6.80357682515869e-06,49.3094973305746,1.70089420620563e-06,49.3094973303961,1.70089420659015e-06,49.3094973303961,1.70089420658706e-06,49.3094973303672,1.7008942066716e-06,49.3094973303671,1.70089420667406e-06,49.6455071530828,6.80357682681729e-06,49.4353547623685,3.40178841253562e-06,49.4353547623684,3.40178841257272e-06,49.435354762235,3.40178841331689e-06,49.4353547622344,3.40178841347936e-06,49.309497330578,1.70089420619068e-06,49.3094973305781,1.70089420618858e-06,49.3094973305746,1.70089420620418e-06,0.449999999694484,0.449999999661262,49.7537263227006,1.36071536518357e-05,0.44999999956088,0.449999999559274,49.4910205250465,6.80357682508929e-06,0.449999999715634,0.449999999706121,49.491020524929,6.80357682675003e-06,0.449999998800217,0.449999998799719,49.3386397263468,3.40178841252782e-06,0.449999998803806,0.449999998802152,49.3386397263436,3.40178841253964e-06,0.449999998829244,0.449999998827848,49.3386397261715,3.40178841328816e-06,0.449999998902329,0.449999998901698,49.338639726145,3.40178841346369e-06
67,49.8768631613851,1.36071536547351e-05,49.6485855740802,6.80357686539608e-06,49.3113107373824,1.70089421891935e-06,49.3113107372355,1.70089421735969e-06,49.3113107372355,1.70089421735289e-06,49.3113107372138,1.70089421709266e-06,49.3113107372138,1.70089421709614e-06,49.6485855740798,6.80357686634629e-06,49.4376720617419,3.40178843319427e-06,49.4376720617419,3.4017884332193e-06,49.4376720616417,3.40178842989437e-06,49.4376720616417,3.40178842990736e-06,49.3113107373848,1.70089421891397e-06,49.3113107373848,1.70089421891876e-06,49.3113107373824,1.7008942189275e-06,49.6455071531319,6.80357682649989e-06,49.3094973304691,1.7008942065573e-06,49.3094973303197,1.70089420685196e-06,49.3094973303197,1.70089420684897e-06,49.3094973302972,1.70089420691235e-06,49.3094973302972,1.70089420691373e-06,49.6455071531308,6.80357682775537e-06,49.435354762334,3.40178841322158e-06,49.435354762334,3.40178841325861e-06,49.4353547622298,3.4017884138254e-06,49.4353547622297,3.40178841394086e-06,49.3094973304716,1.70089420654055e-06,49.3094973304716,1.70089420653895e-06,49.3094973304691,1.70089420655717e-06,0.450000000398551,0.45000000037252,49.7537263227723,1.36071536544623e-05,0.449999999898794,0.449999999897289,49.491020525026,6.80357682659906e-06,0.450000000014283,0.450000000013501,49.491020524934,6.80357682786325e-06,0.449999999108521,0.449999999107883,49.3386397262485,3.40178841327088e-06,0.44999999911977,0.449999999118683,49.3386397262458,3.40178841322177e-06,0.449999999160318,0.44999999915941,49.3386397261022,3.40178841386023e-06,0.449999999216635,0.449999999216172,49.3386397260815,3.40178841397756e-06
68,49.8768631613214,1.36071536508053e-05,49.6485855740168,6.80357677872628e-06,49.3113107372849,1.70089421009707e-06,49.3113107371628,1.70089420874663e-06,49.3113107371628,1.70089420874251e-06,49.3113107371463,1.70089420832003e-06,49.3113107371463,1.70089420832422e-06,49.6485855740163,6.80357677953154e-06,49.4376720616783,3.40178840448e-06,49.4376720616783,3.40178840450004e-06,49.4376720615998,3.40178840164171e-06,49.4376720616,3.40178840159749e-06,49.3113107372868,1.7008942102111e-06,49.3113107372868,1.70089421021342e-06,49.3113107372849,1.70089421007849e-06,49.6455071530299,6.80357682527735e-06,49.3094973303619,1.70089420625599e-06,49.3094973302376,1.70089420647776e-06,49.3094973302376,1.70089420647599e-06,49.3094973302202,1.70089420652366e-06,49.3094973302202,1.70089420652447e-06,49.6455071530289,6.80357682619439e-06,49.435354762251,3.40178841260105e-06,49.4353547622509,3.40178841262875e-06,49.4353547621692,3.40178841304229e-06,49.4353547621693,3.40178841312993e-06,49.309497330364,1.70089420624955e-06,49.309497330364,1.70089420624702e-06,49.3094973303619,1.70089420625556e-06,0.449999999392533,0.449999999370473,49.7537263226399,1.36071536511563e-05,0.449999999549405,0.4499999995482,49.4910205249308,6.80357682510203e-06,0.449999999642436,0.449999999639775,49.4910205248583,6.80357682604881e-06,0.449999998987442,0.449999998987133,49.3386397261362,3.40178841255602e-06,0.449999998991617,0.449999998989138,49.3386397261341,3.40178841254692e-06,0.449999999053102,0.449999999052553,49.3386397260142,3.40178841298439e-06,0.449999999100357,0.449999999099798,49.3386397259983,3.40178841309262e-06
69,49.8768631614036,1.36071536566383e-05,49.6485855740887,6.8035769017736e-06,49.3113107372227,1.70089421910909e-06,49.3113107371214,1.70089421788486e-06,49.3113107371214,1.70089421787987e-06,49.3113107371088,1.70089421747355e-06,49.3113107371088,1.70089421747703e-06,49.6485855740882,6.80357690241004e-06,49.4376720616765,3.40178844170849e-06,49.4376720616765,3.40178844172197e-06,49.4376720616151,3.40178843977203e-06,49.4376720616152,3.40178843976178e-06,49.311310737224,1.70089421910765e-06,49.311310737224,1.70089421910699e-06,49.3113107372227,1.70089421912584e-06,49.6455071531561,6.80357682750872e-06,49.3094973303077,1.70089420683401e-06,49.3094973302043,1.70089420698373e-06,49.3094973302044,1.70089420698365e-06,49.309497330191,1.70089420702187e-06,49.309497330191,1.70089420702218e-06,49.6455071531552,6.80357682814667e-06,49.4353547622731,3.40178841374519e-06,49.4353547622731,3.40178841377148e-06,49.4353547622093,3.40178841405687e-06,49.4353547622094,3.40178841412215e-06,49.309497330309,1.70089420682223e-06,49.309497330309,1.70089420681882e-06,49.3094973303077,1.70089420683398e-06,0.450000000849842,0.450000000832406,49.7537263228114,1.3607153656063e-05,0.450000000160834,0.450000000160023,49.491020524976,6.80357682770773e-06,0.450000000237595,0.450000000236979,49.4910205249188,6.80357682836711e-06,0.44999999945204,0.449999999451952,49.3386397260941,3.4017884138666e-06,0.449999999462457,0.449999999460223,49.3386397260922,3.4017884137811e-06,0.44999999952743,0.449999999526765,49.3386397259927,3.40178841415764e-06,0.449999999555931,0.449999999555466,49.3386397259806,3.40178841424859e-06
70,49.8768631612792,1.3607153648162e-05,49.6485855739745,6.80357672280791e-06,49.3113107371502,1.7008942028276e-06,49.3113107370669,1.70089420198068e-06,49.3113107370669,1.70089420197915e-06,49.311310737057,1.70089420159683e-06,49.311310737057,1.70089420159454e-06,49.6485855739742,6.80357672328115e-06,49.4376720616115,3.40178838410592e-06,49.4376720616115,3.40178838411685e-06,49.4376720615636,3.40178838271344e-06,49.4376720615636,3.40178838271808e-06,49.3113107371514,1.70089420303382e-06,49.3113107371514,1.70089420303047e-06,49.3113107371502,1.70089420279856e-06,49.6455071529626,6.80357682456618e-06,49.3094973302184,1.70089420609373e-06,49.3094973301336,1.70089420620187e-06,49.3094973301336,1.70089420620274e-06,49.309497330123,1.70089420622601e-06,49.309497330123,1.7008942062271e-06,49.6455071529619,6.80357682499379e-06,49.43535476217,3.40178841224405e-06,49.43535476217,3.40178841227485e-06,49.4353547621204,3.40178841244991e-06,49.4353547621204,3.4017884124934e-06,49.3094973302198,1.70089420609521e-06,49.3094973302198,1.70089420609219e-06,49.3094973302184,1.70089420609279e-06,0.449999998754106,0.449999998741141,49.7537263225524,1.36071536489062e-05,0.449999999363142,0.449999999362485,49.4910205248438,6.80357682428712e-06,0.449999999429181,0.449999999428902,49.4910205247984,6.80357682467729e-06,0.449999999039132,0.449999999038686,49.3386397259911,3.40178841215584e-06,0.449999999039163,0.449999999035289,49.3386397259892,3.40178841208399e-06,0.449999999117769,0.449999999117565,49.3386397259073,3.40178841233592e-06,0.449999999147824,0.449999999147519,49.3386397258979,3.4017884124296e-06
71,49.8768631614553,1.360715366014e-05,49.6485855741351,6.80357697942257e-06,49.3113107371255,1.70089422374699e-06,49.3113107370571,1.70089422264859e-06,49.3113107370571,1.70089422264277e-06,49.3113107370492,1.70089422243665e-06,49.3113107370493,1.70089422242969e-06,49.6485855741348,6.80357697971976e-06,49.4376720616575,3.40178846440987e-06,49.4376720616575,3.40178846439904e-06,49.4376720616205,3.4017884632287e-06,49.4376720616205,3.40178846325381e-06,49.3113107371263,1.70089422359899e-06,49.3113107371263,1.70089422359625e-06,49.3113107371255,1.70089422378409e-06,49.6455071532368,6.80357682891807e-06,49.3094973302136,1.700894207212e-06,49.3094973301434,1.70089420726893e-06,49.3094973301435,1.70089420727072e-06,49.3094973301352,1.70089420728753e-06,49.3094973301352,1.70089420728846e-06,49.6455071532363,6.80357682919357e-06,49.4353547622684,3.40178841449716e-06,49.4353547622684,3.40178841447269e-06,49.43535476223,3.40178841461535e-06,49.43535476223,3.40178841464232e-06,49.3094973302142,1.7008942072066e-06,49.3094973302142,1.70089420720358e-06,49.3094973302135,1.70089420721183e-06,0.450000001777179,0.450000001769037,49.7537263229193,1.36071536589761e-05,0.450000000582957,0.450000000582305,49.4910205249866,6.80357682938847e-06,0.450000000638786,0.450000000637275,49.4910205249511,6.80357682963859e-06,0.449999999867666,0.449999999867299,49.3386397260091,3.40178841472152e-06,0.449999999887049,0.4499999998821,49.3386397260096,3.40178841484976e-06,0.449999999944457,0.449999999943682,49.3386397259403,3.40178841483794e-06,0.449999999956013,0.449999999955084,49.3386397259326,3.40178841488068e-06
72,49.8768631612004,1.36071536425248e-05,49.6485855739043,6.80357660840211e-06,49.3113107370583,1.70089419149706e-06,49.3113107370034,1.70089419091271e-06,49.3113107370034,1.70089419091317e-06,49.3113107369971,1.70089419069677e-06,49.3113107369971,1.70089419070212e-06,49.6485855739042,6.80357660856755e-06,49.4376720615584,3.40178834646788e-06,49.4376720615584,3.4017883464261e-06,49.4376720615302,3.40178834547614e-06,49.4376720615301,3.40178834551005e-06,49.3113107370597,1.70089419172823e-06,49.3113107370598,1.70089419172507e-06,49.3113107370583,1.70089419143295e-06,49.6455071528416,6.80357682262923e-06,49.3094973301141,1.70089420561561e-06,49.3094973300582,1.70089420566614e-06,49.3094973300582,1.70089420566745e-06,49.3094973300516,1.70089420567217e-06,49.3094973300516,1.70089420567393e-06,49.6455071528413,6.80357682281055e-06,49.4353547620919,3.40178841129641e-06,49.4353547620919,3.40178841125473e-06,49.4353547620625,3.40178841134004e-06,49.4353547620624,3.40178841137007e-06,49.309497330116,1.70089420563749e-06,49.309497330116,1.7008942056359e-06,49.3094973301142,1.70089420561348e-06,0.449999997420667,0.449999997416135,49.7537263223884,1.36071536441514e-05,0.44999999888333,0.449999998880816,49.4910205247472,6.80357682206068e-06,0.449999998930039,0.449999998927999,49.4910205247193,6.80357682215526e-06,0.449999998877946,0.449999998877524,49.3386397258789,3.40178841095985e-06,0.449999998850663,0.44999999884211,49.3386397258793,3.40178841124634e-06,0.449999998951774,0.449999998951712,49.3386397258231,3.40178841108536e-06,0.449999998982877,0.449999998982163,49.3386397258161,3.40178841100897e-06
73,49.8768631615679,1.36071536674956e-05,49.6485855742404,6.80357714202032e-06,49.3113107370738,1.70089423607811e-06,49.3113107370292,1.70089423503193e-06,49.3113107370292,1.70089423503575e-06,49.3113107370245,1.70089423498475e-06,49.3113107370245,1.7008942349719e-06,49.6485855742403,6.80357714213749e-06,49.4376720616793,3.40178851453227e-06,49.4376720616794,3.40178851446627e-06,49.4376720616583,3.40178851376199e-06,49.4376720616583,3.40178851380033e-06,49.3113107370748,1.70089423570293e-06,49.3113107370748,1.70089423569534e-06,49.3113107370737,1.70089423615913e-06,49.6455071534141,6.80357683158325e-06,49.309497330173,1.70089420790685e-06,49.3094973301268,1.70089420790911e-06,49.3094973301268,1.70089420791122e-06,49.3094973301219,1.70089420791958e-06,49.3094973301219,1.70089420791974e-06,49.645507153414,6.80357683170791e-06,49.4353547623227,3.40178841590204e-06,49.4353547623228,3.40178841581281e-06,49.4353547623009,3.40178841590747e-06,49.4353547623008,3.40178841592927e-06,49.3094973301735,1.70089420789943e-06,49.3094973301735,1.70089420789748e-06,49.309497330173,1.70089420790735e-06,0.450000003699392,0.450000003696182,49.7537263231537,1.36071536651143e-05,0.450000001384159,0.450000001380188,49.4910205250695,6.80357683263901e-06,0.450000001419804,0.450000001417498,49.4910205250482,6.80357683263355e-06,0.450000000490857,0.450000000489844,49.3386397259837,3.40178841623583e-06,0.45000000051288,0.450000000502072,49.3386397259865,3.40178841668239e-06,0.450000000554187,0.450000000553677,49.3386397259384,3.4017884163186e-06,0.450000000561632,0.450000000559917,49.3386397259327,3.40178841618126e-06
74,49.8768631610388,1.36071536311066e-05,49.6485855737615,6.80357637221542e-06,49.3113107369876,1.7008941700223e-06,49.3113107369534,1.70089417025925e-06,49.3113107369534,1.7008941702698e-06,49.3113107369498,1.70089416997771e-06,49.3113107369498,1.70089416998117e-06,49.6485855737615,6.8035763721859e-06,49.4376720614898,3.40178827021281e-06,49.4376720614898,3.40178827025806e-06,49.4376720614765,3.40178827042689e-06,49.4376720614764,3.40178827046044e-06,49.3113107369892,1.70089417057657e-06,49.3113107369892,1.70089417057684e-06,49.3113107369877,1.70089416988785e-06,49.6455071525941,6.8035768185703e-06,49.309497330022,1.70089420458598e-06,49.3094973299872,1.70089420461776e-06,49.3094973299872,1.70089420461708e-06,49.3094973299833,1.70089420460791e-06,49.3094973299833,1.70089420460981e-06,49.6455071525941,6.8035768185824e-06,49.4353547619731,3.40178840915581e-06,49.435354761973,3.40178840926215e-06,49.4353547619597,3.40178840917428e-06,49.4353547619596,3.40178840919885e-06,49.3094973300239,1.70089420459538e-06,49.3094973300239,1.70089420459492e-06,49.3094973300221,1.7008942045827e-06,0.44999999465512,0.449999994654311,49.7537263220518,1.36071536343579e-05,0.449999997816966,0.449999997814244,49.4910205245885,6.80357681737769e-06,0.449999997854442,0.449999997852423,49.4910205245745,6.80357681723035e-06,0.449999998325824,0.449999998325787,49.3386397257672,3.4017884085215e-06,0.449999998280463,0.449999998262527,49.3386397257617,3.40178840810495e-06,0.44999999839534,0.449999998393932,49.3386397257325,3.40178840867156e-06,0.449999998437557,0.449999998437095,49.3386397257272,3.40178840846602e-06
75,49.8768631618035,1.36071536831725e-05,49.6485855744595,6.80357748175358e-06,49.3113107370634,1.70089426445631e-06,49.3113107370345,1.70089426262546e-06,49.3113107370344,1.70089426263464e-06,49.3113107370319,1.70089426264843e-06,49.3113107370319,1.7008942626434e-06,49.6485855744596,6.80357748168849e-06,49.4376720617544,3.40178862214049e-06,49.4376720617544,3.40178862212847e-06,49.4376720617457,3.401788620732e-06,49.4376720617457,3.40178862071703e-06,49.3113107370629,1.70089426341879e-06,49.3113107370629,1.70089426341507e-06,49.3113107370633,1.70089426464628e-06,49.6455071537837,6.80357683724677e-06,49.3094973301896,1.70089420935633e-06,49.3094973301585,1.70089420931413e-06,49.3094973301585,1.70089420931486e-06,49.3094973301558,1.70089420931309e-06,49.3094973301558,1.70089420931254e-06,49.6455071537839,6.80357683718597e-06,49.4353547624682,3.40178841877071e-06,49.4353547624683,3.40178841870888e-06,49.4353547624583,3.4017884187603e-06,49.4353547624583,3.4017884187192e-06,49.3094973301881,1.70089420931294e-06,49.3094973301881,1.70089420931176e-06,49.3094973301893,1.70089420935761e-06,0.450000007701712,0.450000007699929,49.7537263236443,1.36071536782019e-05,0.450000003001425,0.450000003000701,49.4910205252714,6.8035768391037e-06,0.450000003012205,0.450000003011304,49.491020525262,6.80357683912007e-06,0.450000001589071,0.450000001588575,49.3386397260287,3.40178841954457e-06,0.450000001706208,0.450000001680864,49.3386397260333,3.40178841990655e-06,0.450000001629294,0.450000001628069,49.3386397259999,3.40178841956731e-06,0.450000001615002,0.450000001614331,49.338639725998,3.40178841964826e-06
76,49.8768631607075,1.36071536075727e-05,49.6485855734685,6.80357588506267e-06,49.3113107369181,1.70089413043999e-06,49.3113107368978,1.70089412870525e-06,49.3113107368978,1.70089412870021e-06,49.3113107368949,1.70089412840615e-06,49.3113107368949,1.70089412842365e-06,49.6485855734684,6.80357588519278e-06,49.4376720613854,3.40178812177779e-06,49.4376720613859,3.40178812117425e-06,49.4376720613704,3.40178811642587e-06,49.4376720613705,3.40178811634085e-06,49.3113107369241,1.70089413060526e-06,49.3113107369241,1.70089413061007e-06,49.3113107369183,1.70089413015286e-06,49.6455071520855,6.80357680994259e-06,49.3094973299098,1.70089420244705e-06,49.3094973298904,1.70089420251194e-06,49.3094973298903,1.70089420250854e-06,49.309497329887,1.70089420246147e-06,49.309497329887,1.70089420246468e-06,49.6455071520853,6.80357681019014e-06,49.4353547617711,3.40178840516134e-06,49.4353547617721,3.40178840441094e-06,49.4353547617527,3.40178840493968e-06,49.4353547617529,3.4017884048269e-06,49.3094973299188,1.70089420264607e-06,49.3094973299188,1.70089420264751e-06,49.3094973299101,1.70089420243974e-06,0.449999988913653,0.449999988910088,49.7537263213614,1.36071536144809e-05,0.449999995623247,0.449999995586936,49.4910205243007,6.80357680726411e-06,0.449999995605627,0.449999995600512,49.4910205242828,6.80357680735688e-06,0.449999997045764,0.449999997045123,49.3386397256231,3.40178840393037e-06,0.449999996898902,0.449999996860598,49.3386397256509,3.40178840851786e-06,0.449999997077191,0.449999997076519,49.3386397255936,3.40178840374392e-06,0.449999997118555,0.44999999711622,49.3386397255944,3.40178840425142e-06
77,49.87686316229,1.36071537156431e-05,49.6485855749103,6.80357818090552e-06,49.311310737094,1.70089432247383e-06,49.3113107370801,1.70089432059228e-06,49.3113107370801,1.70089432059537e-06,49.3113107370779,1.70089432108585e-06,49.3113107370779,1.70089432105733e-06,49.6485855749102,6.80357818112086e-06,49.4376720619364,3.40178883667851e-06,49.437672061937,3.40178883619344e-06,49.4376720619235,3.40178884033279e-06,49.4376720619235,3.40178884026558e-06,49.3113107371013,1.70089431946218e-06,49.3113107371013,1.70089431944984e-06,49.3113107370938,1.70089432284574e-06,49.6455071545448,6.80357684865761e-06,49.3094973302761,1.70089421230222e-06,49.3094973302604,1.70089421224774e-06,49.3094973302605,1.70089421224926e-06,49.3094973302587,1.70089421225868e-06,49.3094973302587,1.7008942122553e-06,49.6455071545446,6.80357684889876e-06,49.4353547627901,3.40178842488956e-06,49.4353547627912,3.40178842432512e-06,49.4353547627798,3.40178842476457e-06,49.43535476278,3.40178842472268e-06,49.3094973302808,1.70089421231047e-06,49.3094973302808,1.70089421230863e-06,49.3094973302757,1.70089421230512e-06,0.45000001595283,0.45000001594693,49.7537263246573,1.36071537056378e-05,0.450000006235088,0.450000006205905,49.4910205257122,6.8035768528116e-06,0.450000006271334,0.45000000626729,49.4910205257025,6.80357685289437e-06,0.450000003641907,0.450000003640261,49.3386397261819,3.40178842632849e-06,0.450000003508295,0.450000003458679,49.3386397261963,3.40178842887599e-06,0.450000003720178,0.450000003719765,49.338639726163,3.40178842643672e-06,0.450000003634638,0.450000003630833,49.3386397261614,3.40178842646128e-06
78,49.8768631702689,1.3607154181645e-05,49.6485855841875,6.80358596416311e-06,49.3113107384153,1.70089501294414e-06,49.311310738392,1.70089500881175e-06,49.3113107383921,1.70089500883905e-06,49.31131073839,1.70089501027224e-06,49.3113107383899,1.70089501013925e-06,49.6485855841876,6.80358596397299e-06,49.4376720657175,3.40179138195426e-06,49.4376720657174,3.40179138251702e-06,49.4376720657318,3.40179139096936e-06,49.4376720657318,3.40179139092129e-06,49.3113107384003,1.70089500569753e-06,49.3113107384003,1.70089500564936e-06,49.3113107384141,1.70089501515954e-06,49.645507167084,6.80357703957866e-06,49.3094973322255,1.70089426034691e-06,49.3094973321924,1.70089425996128e-06,49.3094973321926,1.70089425999224e-06,49.3094973321915,1.70089426012486e-06,49.3094973321914,1.70089426008419e-06,49.6455071670844,6.80357703922554e-06,49.4353547681396,3.40178852063212e-06,49.4353547681393,3.401788521099e-06,49.4353547681594,3.40178852089089e-06,49.4353547681595,3.40178852087338e-06,49.3094973321986,1.70089425975339e-06,49.3094973321985,1.70089425973405e-06,49.3094973322237,1.70089426049218e-06,0.450000076543457,0.450000076538248,49.7537263409784,1.36071541254669e-05,0.450000037553903,0.450000037520046,49.4910205329321,6.80357706271388e-06,0.450000037578908,0.450000037576016,49.4910205329507,6.80357706245104e-06,0.450000022120947,0.450000022114521,49.3386397290424,3.40178853024463e-06,0.450000022864306,0.45000002256876,49.3386397290287,3.40178852512781e-06,0.450000022159459,0.450000022155817,49.3386397290467,3.40178853144607e-06,0.450000021779875,0.450000021762134,49.3386397290448,3.40178853138605e-06
79,49.8768631705794,1.36071542481751e-05,49.6485855883227,6.80357667264375e-06,49.3113107393348,1.70089420329414e-06,49.3113107380899,1.7008941711117e-06,49.3113107380911,1.70089417279806e-06,49.3113107387927,1.70089418777701e-06,49.3113107388049,1.70089417890976e-06,49.6485855883141,6.80357666190753e-06,49.4376720683454,3.40178835173076e-06,49.4376720683558,3.40178834581437e-06,49.4376720648836,3.40178835275679e-06,49.4376720653114,3.40178802338881e-06,49.3113107392142,1.70089420654568e-06,49.311310739237,1.70089419967177e-06,49.3113107393349,1.70089420377507e-06,49.6455071673685,6.80357707402155e-06,49.309497332264,1.70089425359462e-06,49.3094973310617,1.70089421984192e-06,49.3094973310651,1.70089422013027e-06,49.3094973317384,1.70089423984213e-06,49.3094973317528,1.70089424025503e-06,49.6455071673274,6.80357711996707e-06,49.4353547686706,3.40178853138458e-06,49.4353547686942,3.40178852037746e-06,49.435354765176,3.40178844674437e-06,49.4353547657978,3.40178846139366e-06,49.3094973321523,1.70089425021032e-06,49.3094973321882,1.7008942524801e-06,49.3094973322644,1.70089425393868e-06,0.449999951252928,0.449999950958802,49.7537263411557,1.36071542598711e-05,0.449999996622574,0.449999996266627,49.491020533032,6.80357701194043e-06,0.44999998860687,0.449999968791106,49.4910205321445,6.80357734782501e-06,0.450000002051762,0.450000001134748,49.3386397285895,3.40178847644711e-06,0.449999998807488,0.449999998743329,49.3386397289282,3.40178850719713e-06,0.449999996317983,0.449999996093015,49.3386397271344,3.40178843889043e-06,0.449999991807253,0.449999990624318,49.3386397281349,3.40178847729749e-06
80,49.8768631663212,1.36071540657996e-05,49.6485855816321,6.80357582219936e-06,49.3113107390975,1.70089418062826e-06,49.31131073926,1.70089434281716e-06,49.3113107392595,1.7008943457206e-06,49.3113107410579,1.70089429347946e-06,49.3113107410621,1.7008942908669e-06,49.6485855816876,6.80357588768999e-06,49.4376720673512,3.40178811346332e-06,49.4376720673617,3.40178811480194e-06,49.437672068333,3.4017889404292e-06,49.4376720687536,3.40178890557596e-06,49.3113107390213,1.70089419179745e-06,49.3113107389973,1.70089419629377e-06,49.3113107391052,1.70089417617219e-06,49.6455071603637,6.80357696913208e-06,49.3094973320247,1.70089424548905e-06,49.3094973323321,1.70089424824597e-06,49.3094973323327,1.70089424938506e-06,49.3094973340179,1.70089430124574e-06,49.3094973340237,1.70089430107126e-06,49.6455071604353,6.80357710412897e-06,49.4353547676046,3.40178848242339e-06,49.4353547676229,3.40178848693472e-06,49.4353547690415,3.40178849751515e-06,49.4353547697749,3.40178860055751e-06,49.3094973319655,1.70089424207869e-06,49.3094973319262,1.70089423932557e-06,49.309497332035,1.70089424642273e-06,0.449999952325498,0.44999995053134,49.7537263326101,1.36071540661624e-05,0.449999987973717,0.449999987893182,49.4910205314401,6.80357696253213e-06,0.450000001589598,0.449999999492723,49.4910205342929,6.8035771155337e-06,0.449999997061601,0.449999996461768,49.3386397283931,3.4017884812456e-06,0.449999995858793,0.44999999526433,49.3386397285355,3.4017884924815e-06,0.45000001001189,0.450000009624557,49.3386397289653,3.40178849829863e-06,0.449999997680702,0.449999997332174,49.3386397314756,3.40178860572996e-06
