category,variable,value
constant,PV6/R_constriction_final,0.0
constant,PV6/r,5.5e-06
constant,V5/H_L_out_RHS,0.45
constant,V5/r,5e-06
constant,V5/u_out,6599.44
constant,V6/H_L_out_RHS,0.45
constant,V6/r,5e-06
constant,V6/u_out,6599.44
constant,,0.0002
constant,inlet/q_us,3.392920065876973e-14
constant,inlet/C,5.107485693775874e-22
constant,VV_junc1/q_us,1.1309733552923245e-16
constant,PV1/q_us,1.696460032938487e-15
constant,inlet/Z,-1.1820960009520325
constant,PV2/q_us,1.696460032938487e-15
constant,V1/q_us,2.3758294442772788e-14
constant,V1/C,4.256238078146562e-22
constant,V2/q_us,2.3758294442772788e-14
constant,V2/C,4.256238078146562e-22
constant,VV_junc2/q_us,9.503317777109115e-17
constant,PV3/q_us,1.4254976665663674e-15
constant,PV4/q_us,1.4254976665663674e-15
constant,V3/q_us,1.570796326794895e-14
constant,V3/C,3.4049904625172497e-22
constant,V4/q_us,1.570796326794895e-14
constant,V4/C,3.4049904625172497e-22
constant,VV_junc3/q_us,9.503317777109115e-17
constant,PV5/q_us,1.4254976665663674e-15
constant,PV6/q_us,1.4254976665663674e-15
constant,V5/q_us,1.570796326794895e-14
constant,V5/C,3.4049904625172497e-22
constant,V6/q_us,1.570796326794895e-14
constant,V6/C,3.4049904625172497e-22
constant,inlet/RBC_volume_init,1.5268140296446382e-14
constant,VV_junc1/RBC_volume_init,5.08938009881546e-17
constant,VV_junc1/C_max12,8.51e-22
constant,PV1/RBC_volume_init,7.634070148223191e-16
constant,inlet/mu_45,3.5523629350190156
constant,PV2/RBC_volume_init,7.634070148223191e-16
constant,V1/RBC_volume_init,1.0691232499247755e-14
constant,V2/RBC_volume_init,1.0691232499247755e-14
constant,VV_junc2/RBC_volume_init,4.2764929996991017e-17
constant,VV_junc2/C_max12,8.51e-22
constant,PV3/RBC_volume_init,6.4147394995486535e-16
constant,PV4/RBC_volume_init,6.4147394995486535e-16
constant,V3/RBC_volume_init,7.0685834705770284e-15
constant,V4/RBC_volume_init,7.0685834705770284e-15
constant,VV_junc3/RBC_volume_init,4.2764929996991017e-17
constant,VV_junc3/C_max12,8.51e-22
constant,PV5/RBC_volume_init,6.4147394995486535e-16
constant,PV6/RBC_volume_init,6.4147394995486535e-16
constant,V5/RBC_volume_init,7.0685834705770284e-15
constant,V6/RBC_volume_init,7.0685834705770284e-15
constant,PV1/C,2.553742846887937e-23
constant,VV_junc1/vj2,0.0
constant,PV3/C,2.553742846887937e-23
constant,PV5/C,2.553742846887937e-23
constant,VV_junc1/C_max123,8.51e-22
constant,VV_junc1/D1,1.2e-05
constant,VV_junc2/C_max123,8.51e-22
constant,VV_junc3/C_max123,8.51e-22
constant,VV_junc1/D2,0.0
constant,PV2/C,2.553742846887937e-23
constant,PV4/C,2.553742846887937e-23
constant,PV6/C,2.553742846887937e-23
constant,VV_junc1/C,8.51e-22
constant,VV_junc1/D3,1.2e-05
constant,VV_junc2/C,8.51e-22
constant,VV_junc3/C,8.51e-22
constant,VV_junc1/D4,1.2e-05
constant,VV_junc1/w_in2,0.5
constant,VV_junc1/w_out2,0.5
constant,VV_junc1/Qin2,0.0
constant,VV_junc1/Qout2,-0.0
constant,VV_junc1/bc2_is_in,0.0
constant,VV_junc1/bc2_is_out,0.0
constant,PV1/Z,-1.1820960009520325
constant,PV1/mu_45,3.5523629350190156
constant,PV2/Z,-1.1820960009520325
constant,PV2/mu_45,3.5523629350190156
constant,V1/Z,-1.1691201400706768
constant,V1/mu_45,3.71461005007079
constant,V2/Z,-1.1691201400706768
constant,V2/mu_45,3.71461005007079
constant,VV_junc2/vj2,0.0
constant,VV_junc2/D1,1.1e-05
constant,VV_junc2/D2,0.0
constant,VV_junc2/D3,1.1e-05
constant,VV_junc2/D4,1.1e-05
constant,VV_junc2/w_in2,0.5
constant,VV_junc2/w_out2,0.5
constant,VV_junc2/Qin2,0.0
constant,VV_junc2/Qout2,-0.0
constant,VV_junc2/bc2_is_in,0.0
constant,VV_junc2/bc2_is_out,0.0
constant,PV3/Z,-1.1691201400706768
constant,PV3/mu_45,3.71461005007079
constant,PV4/Z,-1.1691201400706768
constant,PV4/mu_45,3.71461005007079
constant,V3/Z,-1.0657877752191043
constant,V3/mu_45,3.8923989981081206
constant,V4/Z,-1.0657877752191043
constant,V4/mu_45,3.8923989981081206
constant,VV_junc3/vj2,0.0
constant,VV_junc3/D1,1.1e-05
constant,VV_junc3/D2,0.0
constant,VV_junc3/D3,1.1e-05
constant,VV_junc3/D4,1.1e-05
constant,VV_junc3/w_in2,0.5
constant,VV_junc3/w_out2,0.5
constant,VV_junc3/Qin2,0.0
constant,VV_junc3/Qout2,-0.0
constant,VV_junc3/bc2_is_in,0.0
constant,VV_junc3/bc2_is_out,0.0
constant,PV5/Z,-1.1691201400706768
constant,PV5/mu_45,3.71461005007079
constant,PV6/Z,-1.1691201400706768
constant,PV6/mu_45,3.71461005007079
constant,V5/Z,-1.0657877752191043
constant,V5/mu_45,3.8923989981081206
constant,V6/Z,-1.0657877752191043
constant,V6/mu_45,3.8923989981081206
algebraic,VV_junc1/q,1.186315023033931e-16
algebraic,inlet/H_L_in,0.45
algebraic,VV_junc2/q,1.0054700038938587e-16
algebraic,VV_junc3/q,1.0054700043132007e-16
algebraic,inlet/H_R_in,0.16554533503524738
algebraic,inlet/q,3.393253109119242e-14
algebraic,inlet/H_mean,0.4499999987726581
algebraic,inlet/hem_dep_u_rel,4.093512841759437
algebraic,inlet/mu,0.004093512841759437
algebraic,inlet/R,2412973345837653.5
algebraic,inlet/u,6653.688695706296
algebraic,inlet/u_mmHg,49.906907304918136
algebraic,inlet/v,1.0287145786432798e-14
algebraic,inlet/v_mm3_s,1.0287145786432798e-05
algebraic,inlet/w_v,1.0000000000000004
algebraic,inlet/v_pos,1.0287145786432803e-14
algebraic,inlet/v_neg,4.5684104439093425e-30
algebraic,VV_junc1/H_mean,0.46976955402949305
algebraic,VV_junc1/u,6641.27733718529
algebraic,VV_junc1/u_mmHg,49.81381420309694
algebraic,inlet/v_d,1.0287190732890254e-14
algebraic,inlet/v_d_mm3_s,1.0287190732890253e-05
algebraic,inlet/w_v_d,1.0000000000000004
algebraic,inlet/H_up,0.4500000000000002
algebraic,inlet/v_d_pos,1.0287190732890259e-14
algebraic,inlet/v_d_neg,4.5684304041461196e-30
algebraic,inlet/H_L_out,0.45
algebraic,inlet/s_v_d,0.9999999999999999
algebraic,inlet/H_R_out,0.44999999900515114
algebraic,inlet/H_down_target,0.4499999986499239
algebraic,inlet/H_volume_L,0.45
algebraic,VV_junc1/vj1,1.0287190732890254e-14
algebraic,inlet/H_volume_R,0.4499999990051513
algebraic,VV_junc1/w_in1,1.0000000000000004
algebraic,VV_junc1/w_out1,-4.440892098500626e-16
algebraic,VV_junc1/Qin1,1.0287190732890259e-14
algebraic,VV_junc1/Qout1,4.5684304041461196e-30
algebraic,VV_junc1/bc1_is_in,1.0
algebraic,VV_junc1/bc1_is_out,0.0
algebraic,VV_junc1/u_d,6630.990052146474
algebraic,VV_junc1/u_d_mmHg,49.736653006604115
algebraic,VV_junc1/v,1.0287285038815753e-14
algebraic,VV_junc1/v_mm3_s,1.0287285038815754e-05
algebraic,PV1/R_constriction,0.0
algebraic,PV1/H_L_in,0.4629569747141832
algebraic,PV1/H_R_in,0.4499606157540015
algebraic,PV1/q,1.6966259666177011e-15
algebraic,PV1/H_mean,0.4500235899160505
algebraic,PV1/hem_dep_u_rel,4.093822393874353
algebraic,PV1/mu,0.004093822393874353
algebraic,PV1/R,120657790763962.97
algebraic,PV1/u,6630.665942226574
algebraic,PV1/u_mmHg,49.73422197556722
algebraic,PV1/v,5.372382800119493e-15
algebraic,PV1/v_mm3_s,5.3723828001194925e-06
algebraic,VV_junc1/vj3,-5.372382800119493e-15
algebraic,VV_junc1/w_in3,-5.551115123125783e-16
algebraic,VV_junc1/w_out3,1.0000000000000004
algebraic,VV_junc1/Qin3,2.9822715408964157e-30
algebraic,VV_junc1/Qout3,5.372382800119495e-15
algebraic,VV_junc1/bc3_is_in,0.0
algebraic,VV_junc1/bc3_is_out,1.0
algebraic,PV1/w_v,1.0000000000000004
algebraic,PV1/v_pos,5.372382800119495e-15
algebraic,PV1/v_neg,2.3858172327171325e-30
algebraic,PV2/R_constriction,0.0
algebraic,PV2/H_L_in,0.4629455867731889
algebraic,PV2/H_R_in,0.44996062342925724
algebraic,PV2/q,1.6966259666142984e-15
algebraic,PV2/H_mean,0.4500235750180195
algebraic,PV2/hem_dep_u_rel,4.093822198380112
algebraic,PV2/mu,0.004093822198380112
algebraic,PV2/R,120657785002134.31
algebraic,PV2/u,6630.665808976278
algebraic,PV2/v,5.374591787687144e-15
algebraic,PV2/u_mmHg,49.73422097610505
algebraic,VV_junc1/vj4,-5.374591787687144e-15
algebraic,PV2/v_mm3_s,5.374591787687144e-06
algebraic,VV_junc1/w_in4,-5.551115123125783e-16
algebraic,VV_junc1/w_out4,1.0000000000000004
algebraic,VV_junc1/Qin4,2.9834977753257742e-30
algebraic,VV_junc1/Qin_tot,1.0287190732890265e-14
algebraic,VV_junc1/Qout4,5.374591787687147e-15
algebraic,VV_junc1/Qout_tot,1.0746974587806647e-14
algebraic,VV_junc1/bc4_is_in,0.0
algebraic,VV_junc1/bc4_is_out,1.0
algebraic,VV_junc1/n_out,2.0
algebraic,VV_junc1/n_in,1.0
algebraic,VV_junc1/junction_type,1.0
algebraic,VV_junc1/is_split,1.0
algebraic,VV_junc1/is_merge,0.0
algebraic,VV_junc1/feed1,1.0
algebraic,VV_junc1/feed2,0.0
algebraic,VV_junc1/feed3,0.0
algebraic,VV_junc1/feed4,0.0
algebraic,VV_junc1/alpha1,0.0
algebraic,VV_junc1/alpha2,0.0
algebraic,VV_junc1/alpha3,0.0
algebraic,VV_junc1/alpha4,1.0
algebraic,VV_junc1/Qout1_rem,4.5684304041461196e-30
algebraic,VV_junc1/Qout2_rem,-0.0
algebraic,VV_junc1/Qout3_rem,5.372382800119495e-15
algebraic,VV_junc1/Qout4_rem,0.0
algebraic,VV_junc1/beta1,0.0
algebraic,VV_junc1/beta2,0.0
algebraic,VV_junc1/beta3,1.0
algebraic,VV_junc1/beta4,0.0
algebraic,VV_junc1/D_F,1.2e-05
algebraic,VV_junc1/D_alpha,1.2e-05
algebraic,VV_junc1/D_beta,1.2e-05
algebraic,VV_junc1/v_alpha,5.374591787687147e-15
algebraic,VV_junc1/v_beta,5.372382800119495e-15
algebraic,VV_junc1/FQB_alpha,0.5001027725314489
algebraic,VV_junc1/B,1.3084173760728448
algebraic,VV_junc1/A,-0.0
algebraic,VV_junc1/X_0,0.03333333333333333
algebraic,VV_junc1/y_raw,0.5001101134265523
algebraic,VV_junc1/y,0.5001101134265523
algebraic,VV_junc1/ph,0.00044045371332987053
algebraic,VV_junc1/FQE_alpha,0.5001440743189817
algebraic,VV_junc1/H_VV_out_alpha,0.4698083506996489
algebraic,VV_junc1/H_VV_out_beta,0.46973074140713034
algebraic,VV_junc1/H_split1,0.44999999900515114
algebraic,VV_junc1/H_split2,0.0
algebraic,VV_junc1/H_daughter1,0.44999999900515114
algebraic,VV_junc1/H_daughter2,0.0
algebraic,VV_junc1/H_from1_target,0.44999999900515114
algebraic,VV_junc1/H_from2_target,0.0
algebraic,VV_junc1/H_from1,-1.9984014399072653e-16
algebraic,VV_junc1/H_from2,0.0
algebraic,PV2/w_v,1.0000000000000004
algebraic,V1/H_L_in,0.4498340144397035
algebraic,PV2/v_pos,5.374591787687147e-15
algebraic,PV2/v_neg,2.3867982202606194e-30
algebraic,V1/H_R_in,0.16877102489882437
algebraic,V1/q,2.376105987790115e-14
algebraic,V1/H_mean,0.4499999921384975
algebraic,V1/hem_dep_u_rel,4.351370320820392
algebraic,V1/mu,0.004351370320820392
algebraic,V1/R,3027299646885028.0
algebraic,V1/u,6630.36945534634
algebraic,PV1/v_d,4.914508683715552e-15
algebraic,V1/u_mmHg,49.73199813493902
algebraic,PV1/w_v_d,1.0000000000000004
algebraic,PV1/v_d_mm3_s,4.914508683715552e-06
algebraic,VV_junc2/H_mean,0.47447828056144065
algebraic,PV1/H_up,0.4629569747141832
algebraic,PV1/v_d_pos,4.914508683715554e-15
algebraic,PV1/v_d_neg,2.1824802781525107e-30
algebraic,PV1/H_L_out,0.4629569747141832
algebraic,VV_junc2/u,6614.799195307225
algebraic,PV1/s_v_d,0.9999999999999999
algebraic,PV1/H_R_out,0.4494584270115804
algebraic,VV_junc1/H_split3,0.46973074140713034
algebraic,VV_junc2/u_mmHg,49.615211257761096
algebraic,V1/v,5.143283406099637e-15
algebraic,PV1/H_down_target,0.44873025143623724
algebraic,PV1/H_volume_L,0.4629569747141832
algebraic,VV_junc1/H_daughter3,0.46973074140713034
algebraic,V1/v_mm3_s,5.143283406099637e-06
algebraic,V1/w_v,1.0000000000000004
algebraic,PV1/H_volume_R,0.4494584270115804
algebraic,VV_junc1/H_from3_target,0.46973074140713034
algebraic,V1/H_up,0.44983401443970367
algebraic,V1/v_pos,5.143283406099639e-15
algebraic,V1/v_neg,2.2840766638497265e-30
algebraic,V1/H_L_out,0.4498340144397035
algebraic,VV_junc1/H_from3,0.46973074140713056
algebraic,V1/s_v,0.9999999999999999
algebraic,V1/H_R_out,0.4500038278206634
algebraic,V1/H_down_target,0.4500165899083769
algebraic,V1/H_volume_L,0.4498340144397035
algebraic,V2/H_L_in,0.4498340821456568
algebraic,VV_junc2/vj1,5.143283406099637e-15
algebraic,V1/H_volume_R,0.45000382782066356
algebraic,V2/H_R_in,0.16877102492005452
algebraic,VV_junc2/w_in1,1.0000000000000004
algebraic,V2/q,2.376105987790183e-14
algebraic,VV_junc2/w_out1,-4.440892098500626e-16
algebraic,V2/H_mean,0.4499999921310662
algebraic,VV_junc2/Qin1,5.143283406099639e-15
algebraic,V2/hem_dep_u_rel,4.351370320715121
algebraic,VV_junc2/Qout1,2.2840766638497265e-30
algebraic,V2/mu,0.004351370320715121
algebraic,VV_junc2/bc1_is_in,1.0
algebraic,V2/R,3027299646811789.5
algebraic,VV_junc2/bc1_is_out,0.0
algebraic,V2/u,6630.369456944633
algebraic,VV_junc2/u_d,6609.655841813162
algebraic,PV2/v_d,4.9122736943845644e-15
algebraic,V2/u_mmHg,49.73199814692724
algebraic,VV_junc2/u_d_mmHg,49.57663282738904
algebraic,VV_junc2/v,5.143353494063376e-15
algebraic,PV2/w_v_d,1.0000000000000004
algebraic,PV2/v_d_mm3_s,4.912273694384564e-06
algebraic,VV_junc2/v_mm3_s,5.143353494063376e-06
algebraic,PV3/R_constriction,0.0
algebraic,VV_junc3/H_mean,0.4744821656756806
algebraic,PV2/H_up,0.4629455867731889
algebraic,PV2/H_L_out,0.4629455867731889
algebraic,PV2/v_d_pos,4.912273694384567e-15
algebraic,PV2/v_d_neg,2.1814877435064892e-30
algebraic,PV3/H_L_in,0.4616498943276744
algebraic,VV_junc3/u,6614.799238098947
algebraic,VV_junc1/H_split4,0.4698083506996489
algebraic,PV2/s_v_d,0.9999999999999999
algebraic,PV2/H_R_out,0.44945881826960615
algebraic,PV3/H_R_in,0.45001259668412064
algebraic,VV_junc3/u_mmHg,49.615211578726296
algebraic,V2/v,5.143269798906111e-15
algebraic,VV_junc1/H_daughter4,0.4698083506996489
algebraic,PV2/H_down_target,0.44873137384250256
algebraic,PV2/H_volume_L,0.4629455867731889
algebraic,V2/v_mm3_s,5.14326979890611e-06
algebraic,PV3/q,1.4256630570668274e-15
algebraic,V2/w_v,1.0000000000000004
algebraic,VV_junc1/H_from4_target,0.4698083506996489
algebraic,PV2/H_volume_R,0.44945881826960615
algebraic,V2/H_up,0.44983408214565695
algebraic,V2/v_pos,5.143269798906113e-15
algebraic,V2/v_neg,2.284070621041905e-30
algebraic,PV3/H_mean,0.45000444711363785
algebraic,V2/H_L_out,0.4498340821456568
algebraic,VV_junc1/H_from4,0.4698083506996491
algebraic,V2/s_v,0.9999999999999999
algebraic,PV3/hem_dep_u_rel,4.351433430396256
algebraic,V2/H_R_out,0.450003827047044
algebraic,VV_junc1/RBC_in,4.629235819566419e-15
algebraic,V2/H_down_target,0.4500165831296071
algebraic,V2/H_volume_L,0.4498340821456568
algebraic,PV3/mu,0.004351433430396256
algebraic,VV_junc3/vj1,5.143269798906111e-15
algebraic,VV_junc1/RBC_out,5.048601459280223e-15
algebraic,V2/H_volume_R,0.45000382704704417
algebraic,PV3/R,181640613177671.56
algebraic,VV_junc3/w_in1,1.0000000000000004
algebraic,PV3/u,6609.396034219038
algebraic,VV_junc3/w_out1,-4.440892098500626e-16
algebraic,PV3/u_mmHg,49.574684104791686
algebraic,PV3/v,2.8606773516009875e-15
algebraic,VV_junc3/Qin1,5.143269798906113e-15
algebraic,PV3/v_mm3_s,2.8606773516009873e-06
algebraic,VV_junc2/vj3,-2.8606773516009875e-15
algebraic,VV_junc3/Qout1,2.284070621041905e-30
algebraic,VV_junc2/w_in3,-5.551115123125783e-16
algebraic,VV_junc3/bc1_is_in,1.0
algebraic,VV_junc2/w_out3,1.0000000000000004
algebraic,VV_junc3/bc1_is_out,0.0
algebraic,VV_junc2/Qin3,1.5879949308855654e-30
algebraic,VV_junc3/u_d,6609.655897574189
algebraic,VV_junc2/Qout3,2.8606773516009887e-15
algebraic,VV_junc3/u_d_mmHg,49.576633245632294
algebraic,VV_junc3/v,5.143340524758059e-15
algebraic,VV_junc2/bc3_is_in,0.0
algebraic,VV_junc3/v_mm3_s,5.1433405247580585e-06
algebraic,PV5/R_constriction,0.0
algebraic,VV_junc2/bc3_is_out,1.0
algebraic,PV5/H_L_in,0.46165405002189513
algebraic,PV3/w_v,1.0000000000000004
algebraic,PV5/H_R_in,0.4500126003633829
algebraic,PV3/v_pos,2.8606773516009887e-15
algebraic,PV3/v_neg,1.2703959447084523e-30
algebraic,PV4/R_constriction,0.0
algebraic,PV5/q,1.425663056989061e-15
algebraic,PV4/H_L_in,0.46164989432758646
algebraic,PV5/H_mean,0.4500043825748712
algebraic,PV4/H_R_in,0.4500125966841176
algebraic,PV5/hem_dep_u_rel,4.351432516126406
algebraic,PV4/q,1.4256630570668274e-15
algebraic,PV5/mu,0.004351432516126406
algebraic,PV4/H_mean,0.45000444711359977
algebraic,PV5/R,181640575013572.56
algebraic,PV4/hem_dep_u_rel,4.351433430395717
algebraic,PV5/u,6609.3929890227655
algebraic,PV4/mu,0.004351433430395717
algebraic,PV5/u_mmHg,49.57466126387817
algebraic,PV5/v,2.894821835968771e-15
algebraic,PV4/R,181640613177649.1
algebraic,PV5/v_mm3_s,2.8948218359687706e-06
algebraic,VV_junc3/vj3,-2.894821835968771e-15
algebraic,PV4/u,6609.396034219068
algebraic,VV_junc3/w_in3,-5.551115123125783e-16
algebraic,PV4/v,2.860677351270872e-15
algebraic,PV4/u_mmHg,49.57468410479191
algebraic,VV_junc3/w_out3,1.0000000000000004
algebraic,VV_junc2/vj4,-2.860677351270872e-15
algebraic,PV4/v_mm3_s,2.860677351270872e-06
algebraic,VV_junc3/Qin3,1.606948927240099e-30
algebraic,VV_junc2/w_in4,-5.551115123125783e-16
algebraic,VV_junc3/Qout3,2.894821835968772e-15
algebraic,VV_junc2/w_out4,1.0000000000000004
algebraic,VV_junc3/bc3_is_in,0.0
algebraic,VV_junc2/Qin4,1.5879949307023145e-30
algebraic,VV_junc3/bc3_is_out,1.0
algebraic,VV_junc2/Qin_tot,5.1432834060996425e-15
algebraic,VV_junc2/Qout4,2.8606773512708733e-15
algebraic,PV5/w_v,1.0000000000000004
algebraic,VV_junc2/Qout_tot,5.7213547028718644e-15
algebraic,VV_junc2/bc4_is_in,0.0
algebraic,PV5/v_pos,2.894821835968772e-15
algebraic,PV5/v_neg,1.285559141792079e-30
algebraic,PV6/R_constriction,0.0
algebraic,VV_junc2/bc4_is_out,1.0
algebraic,PV6/H_L_in,0.4616484826165441
algebraic,VV_junc2/n_out,2.0
algebraic,VV_junc2/n_in,1.0
algebraic,PV6/H_R_in,0.45001259208841843
algebraic,VV_junc2/junction_type,1.0
algebraic,PV6/q,1.4256630569904927e-15
algebraic,VV_junc2/is_split,1.0
algebraic,PV6/H_mean,0.45000437977426555
algebraic,VV_junc2/is_merge,0.0
algebraic,PV6/hem_dep_u_rel,4.351432476452439
algebraic,VV_junc2/feed1,1.0
algebraic,PV6/mu,0.00435143247645244
algebraic,VV_junc2/feed2,0.0
algebraic,PV6/R,181640573357473.8
algebraic,VV_junc2/feed3,0.0
algebraic,PV6/u,6609.393045087784
algebraic,VV_junc2/feed4,0.0
algebraic,PV6/v,2.8942045441310097e-15
algebraic,PV6/u_mmHg,49.574661684401555
algebraic,VV_junc2/alpha1,0.0
algebraic,VV_junc3/vj4,-2.8942045441310097e-15
algebraic,PV6/v_mm3_s,2.8942045441310095e-06
algebraic,VV_junc2/alpha2,0.0
algebraic,VV_junc3/w_in4,-5.551115123125783e-16
algebraic,VV_junc2/alpha3,1.0
algebraic,VV_junc3/w_out4,1.0000000000000004
algebraic,VV_junc2/alpha4,0.0
algebraic,VV_junc3/Qin4,1.606606261434501e-30
algebraic,VV_junc2/Qout1_rem,2.2840766638497265e-30
algebraic,VV_junc3/Qin_tot,5.143269798906116e-15
algebraic,VV_junc3/Qout4,2.894204544131011e-15
algebraic,VV_junc2/Qout2_rem,-0.0
algebraic,VV_junc3/Qout_tot,5.789026380099785e-15
algebraic,VV_junc3/bc4_is_in,0.0
algebraic,VV_junc2/Qout3_rem,0.0
algebraic,VV_junc3/bc4_is_out,1.0
algebraic,VV_junc2/Qout4_rem,2.8606773512708733e-15
algebraic,VV_junc3/n_out,2.0
algebraic,VV_junc3/n_in,1.0
algebraic,VV_junc2/beta1,0.0
algebraic,VV_junc3/junction_type,1.0
algebraic,VV_junc2/beta2,0.0
algebraic,VV_junc3/is_split,1.0
algebraic,VV_junc2/beta3,0.0
algebraic,VV_junc3/is_merge,0.0
algebraic,VV_junc2/beta4,1.0
algebraic,VV_junc3/feed1,1.0
algebraic,VV_junc2/D_F,1.1e-05
algebraic,VV_junc3/feed2,0.0
algebraic,VV_junc2/D_alpha,1.1e-05
algebraic,VV_junc3/feed3,0.0
algebraic,VV_junc2/D_beta,1.1e-05
algebraic,VV_junc3/feed4,0.0
algebraic,VV_junc2/v_alpha,2.8606773516009887e-15
algebraic,VV_junc3/alpha1,0.0
algebraic,VV_junc2/v_beta,2.8606773512708733e-15
algebraic,VV_junc3/alpha2,0.0
algebraic,VV_junc2/FQB_alpha,0.5000000000288494
algebraic,VV_junc3/alpha3,1.0
algebraic,VV_junc2/B,1.3334674183346495
algebraic,VV_junc3/alpha4,0.0
algebraic,VV_junc2/A,-0.0
algebraic,VV_junc3/Qout1_rem,2.284070621041905e-30
