variable_name,units,value,data_reference
u_out_V7,J_per_m3,6566.1085,EMPTY_MUST_BE_FILLED
l_V8,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V8,metre,0.0000045,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V8,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V8,J_per_m3,6566.1085,EMPTY_MUST_BE_FILLED
l_VV_junc5,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc5,metre,0.000005,EMPTY_MUST_BE_FILLED
vbc2_VV_junc5,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc5,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc5,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc5,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV9,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV9,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV9,metre,0.000005,EMPTY_MUST_BE_FILLED
R_constriction_final_PV10,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV10,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV10,metre,0.000005,EMPTY_MUST_BE_FILLED
l_V9,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V9,metre,0.0000045,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V9,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V9,J_per_m3,6566.1085,EMPTY_MUST_BE_FILLED
l_V10,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V10,metre,0.0000045,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V10,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V10,J_per_m3,6566.1085,EMPTY_MUST_BE_FILLED
l_VV_junc6,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc6,metre,0.000005,EMPTY_MUST_BE_FILLED
vbc2_VV_junc6,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc6,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc6,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc6,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV11,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV11,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV11,metre,0.000005,EMPTY_MUST_BE_FILLED
R_constriction_final_PV12,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV12,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV12,metre,0.000005,EMPTY_MUST_BE_FILLED
l_V11,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V11,metre,0.0000045,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V11,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V11,J_per_m3,6566.1085,EMPTY_MUST_BE_FILLED
l_V12,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V12,metre,0.0000045,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V12,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V12,J_per_m3,6566.1085,EMPTY_MUST_BE_FILLED
l_VV_junc7,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc7,metre,0.000005,EMPTY_MUST_BE_FILLED
vbc2_VV_junc7,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc7,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc7,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc7,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV13,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV13,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV13,metre,0.000005,EMPTY_MUST_BE_FILLED
R_constriction_final_PV14,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV14,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV14,metre,0.000005,EMPTY_MUST_BE_FILLED
l_V13,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V13,metre,0.0000045,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V13,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V13,J_per_m3,6566.1085,EMPTY_MUST_BE_FILLED
l_V14,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V14,metre,0.0000045,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V14,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V14,J_per_m3,6566.1085,EMPTY_MUST_BE_FILLED
